name,stuff,bv,difficulty,tags,methods,tools,cook,image_filename
电饭煲版红烧肉,猪肉,BV1SW411t7AX,,,,电饭煲,"食材（约500g 五花肉）
带皮五花肉 500g
姜 3–4 片
葱 1–2 根（切段）
冰糖 8–10g（约1 大勺）
生抽 3 大勺
老抽 1–2 大勺（上色）
料酒 1–2 大勺
蚝油 1 大勺（可选）
八角 1–2 颗，香叶/桂皮少许
清水或高汤，没过肉块

一锅流程
1 焯水去腥
五花肉切块，用冷水+1 T料酒煮开约1分钟，撇去浮沫后捞出冲洗干净 

2 调料入锅
电饭煲内胆铺入姜片、葱段、八角等香料，将肉块平铺其上。

3 混合生抽、老抽、料酒、蚝油、冰糖，加适量清水或高汤，汤量刚没过肉面；倒入电饭煲内

4 盖上盖子，按“煮饭”键或“保温/炖”模式，时间约为40–60分钟（部分做法推荐1 小时）

5 若时间允许，程序完成30分钟左右时，可打开翻面，让肉上色更均匀 

6 程序结束后保持焖约5–10分钟，再次按“煮饭”键1次，如汁多可再收汁让肉色浓亮、酱汁更浓稠 

7 拿出姜葱八角，撒些葱花或白芝麻即可上桌。

小贴士
1 冷水焯煮有助完全去除血沫，提升成菜清爽口感 
2 铺香料至底防止粘锅，且香气更浓 
3 双重“煮饭”/保温循环既可让肉更软烂，也令酱汁更酱香浓稠 
4 冷藏一夜后切片更易，适合做卤肉饭或便当。
",11
电饭煲版可乐鸡翅,鸡肉,BV16J411U79k,,,,电饭煲,"食材（3–6只鸡翅）
鸡翅中 3–6只
生抽 2汤匙
老抽 1汤匙（上色用，可选）
盐 少许
姜片若干
可乐 1罐（约330ml）
可选配料：八角、葱段、干辣椒、蜂蜜或香醋小勺

一锅流程
1 划刀腌制
鸡翅洗净，两面各划两刀，方便入味；加入少许盐、生抽、老抽拌匀，腌制约30分钟（可视情况延长避免过咸）

2 抹油下锅
电饭煲内胆抹薄油，铺几片姜或葱结，避免粘底且去腥

3 放入鸡翅煎底
将腌好的鸡翅摆放好，先按“煮饭”一两分钟让鸡翅定型。

4 倒入可乐
将整罐可乐倒入，液体刚好没过鸡翅为宜；可加入八角、干辣椒、葱段、蜂蜜或一点香醋丰富口味

5 一键煮制
盖盖按“煮饭”模式，大约运行30分钟左右；中途（约15分钟）可以打开翻一次面，让上色更均匀

6 收汁焖香
程序结束后不急开盖，焖5–10分钟；如果酱汁依旧较多，可再按一次“煮饭”键至汁液收浓。

7 出锅装盘
捞出鸡翅，撒上葱花或芝麻，淋上剩余浓汁即可享用。

小贴士
1 划刀 更易入味，色泽更佳
2 姜底 防粘锅兼去腥
3 翻面 保证两面均匀上色，不易糊锅
4 可乐建议用含糖款，无糖版会影响口感和上色",12
电饭煲版蛋糕（废手版）,鸡蛋、面食,BV1H7411V7Pz,简单,香软,,电饭煲,"食材（4人份）
鸡蛋4 个
细砂糖 70g（蛋白 50g，蛋黄 20g）
玉米油 50g
牛奶 50g
低筋面粉 90g（过筛）
柠檬汁/白醋 3滴（助打发）
（可选）盐一小撮

一锅流程
1 分蛋打发
蛋白蛋黄分装，蛋白中加3滴柠檬汁。

2 蛋白打至粗泡，分3次加入蛋白砂糖继续打至硬性发泡（提起打蛋器出现直挺“小尖角”），参考法为“Z”搅拌法 

3 蛋黄加20g糖、油和牛奶拌匀，再加入过筛面粉轻轻拌匀。

4 混合蛋糊，取1/3蛋白霜加入蛋黄糊，用从底翻上方式混合。

5 再将蛋黄糊倒回剩余蛋白霜中轻混，避免消泡 

6 煲胆准备
电饭煲内胆抹薄油（或铺油纸），倒入蛋糊后震两下释放气泡 

7 分次煮焖
按“煮饭”键，大约2分钟跳为保温，盖湿布闷20分钟。

8 再按一次“煮饭”，跳保温后继续闷20分钟 

9 出锅验收
用牙签插入，若拔出无黏糊即成。倒扣脱模，稍凉后切块食用 

小贴士
1 分蛋法＋打发蛋白是让蛋糕松软不塌的关键 
2 翻拌方式要轻柔，不可搅拌过度，以免蛋白消泡 
3 闷制两次能确保内部完全熟透且表面不回缩 
4 湿布覆盖排蒸气，让热度更均匀，蛋糕更蓬松。
5 用油或油纸防粘，脱模更整洁。
",13
电饭煲卤菜（开店级别）,鸡肉、鸡蛋、米,BV1ZA411E7KT,简单,小吃,,电饭煲,"食材（可按喜好增减，建议混合荤素）
荤食材：鸡翅、鸡爪、鸡腿、鸭脖、猪蹄、牛腱、豆干、腐竹、海带、鹌鹑蛋、鸡蛋等。
香料：姜片、葱结、蒜头、八角、桂皮、香叶、花椒、干辣椒。
调味：生抽 2 T ，老抽1T、蚝油 1 T、料酒 2T、豆瓣酱1T（可选）、黄豆酱1T（可选）、冰糖10g、盐1t。
补水：啤酒 1 瓶或清水足够没过食材

一锅流程
1 焯水去腥
冷水入锅，加料酒、姜片、葱结，加入荤食材煮开，撇去浮沫，捞出并冲洗干净 

2 排香料底锅
电饭煲内胆铺姜片、葱结、花椒、八角、桂皮、香叶、干辣椒（或直接用卤料包） 

3 装入食材
按耐煮顺序放入（如猪蹄〉鸡腿〉鸡翅鸡爪〉豆干腐竹蛋类〉海带等素食） 

4 加入调味及水
倒入生抽、老抽、蚝油、料酒、豆瓣酱/黄豆酱、冰糖、盐，加入啤酒或水至覆盖食材 

5 一键电饭煲卤
启动“煮饭”模式或“煲汤/炖”模式，通常运行约50分钟 → 跳“保温”后焖10–30分钟，让味道更集中

小贴士
1 混合荤素：这样让卤水味道丰富，素食也能入味 
2 香料可提前小炒：先把香料干煸一下再放锅，更香 
3 老汤复用：卤好后可以留卤汁冷藏备用，下次继续卤其他食材 
4 浸泡入味：卤好后浸泡越久越香，口感越醇浓。
5 配料自由搭配：卤什么都行，拼盘下酒、拌饭、解馋神器！",14
电饭煲卤肉蛋豆腐,鸡肉、鸡蛋、豆腐、米,BV1aM4y1L7QR,简单,小吃,,电饭煲,"食材（2–4人份）
带皮五花肉 500–600g （切块或条）
鸡蛋 4–6个（提前煮熟并去壳）
豆腐泡或豆腐干 6–8块（切块）
干香菇 5–8朵（泡发切丁，增鲜） 
香料：姜片、葱结、八角、桂皮、香叶、花椒（每样几片） 

调味：
生抽 3汤匙、老抽 3汤匙、蚝油 1汤匙
料酒 2汤匙、冰糖 约半指节（10–15g）
盐 1茶匙（可在最后调味时加）

一锅流程
1 焯水去腥
五花肉与鸡蛋水冷开锅，加入料酒和姜片，煮 3–5 分钟，撇浮沫后捞出冲净备用 

2 香料铺底
电饭煲内胆铺上姜片、葱结、八角、桂皮、香叶、花椒，再加入少许香菇丁，铺底帮香 

3 装食材
先放焯好水的五花肉，均匀铺上鸡蛋，再放豆腐泡/豆腐干与剩余香菇丁 

4 调汁入锅
倒入生抽、老抽、蚝油、料酒和冰糖，加水（或高汤）没过食材约1–2 cm，按“煮饭”键开始炖 

5 焖煮收味
程序结束跳保温后再焖 10–20 分钟入味。若卤汁太多，可再按一次“煮饭”收浓汤汁 

6 出锅享用
捞出食材，撒葱花或香菜点缀；剩下卤汁可淋饭或留作下次卤味基础

小贴士
1 焯水＋浮沫清除可有效去腥，汤汁更清亮
2 香料铺底让卤味层次丰富，避免粘底。
3 控制汤量刚好覆盖食材即可，煮好后再收汁，避免稀薄口感。
4 卤汁留存：冷藏后可重复使用，为下一次卤菜打基础
",15
罗宋汤,牛肉、番茄、洋葱、芹菜、胡萝卜、土豆、包菜、香肠,BV1LW4y147xB,简单,杂烩,,一口万能的大锅、电饭煲,"食材（3–4人份）
牛肉（如牛腩或牛里脊）200g，切小块
番茄 2个 + 番茄酱 1–2汤匙
洋葱 ½–1个（切丁）
胡萝卜 1根（切块）
土豆 1个（切块）
卷心菜或洋白菜适量（切丝）
蒜 1–2瓣
调味：盐 1茶匙、黑胡椒、糖少许
（可选）芹菜、红肠块、小黄油提升滋味

一锅流程
1 焯水牛肉：牛肉冷水下锅，加入姜/料酒，煮3–5分钟后捞出冲净。

2 爆香底料：电饭煲选“煲汤”或“煮饭”模式，先放黄油或少量油，加洋葱、蒜炒香；加入番茄丁（可加番茄酱）炒至出汁。

3 加主料：将胡萝卜、土豆、卷心菜和焯过的牛肉一同放入电饭煲，倒入热水（水量没过材料）。

4 加入调味：放入番茄酱、盐、糖，盖上盖，按“煲汤”或“煮饭”键，炖煮约1小时（模式一次即可）；若是“煮饭”程序，完成后可继续“保温”模式焖10分钟。

5 收尾调味：出锅前撒入黑胡椒调味，根据口味可加盐或番茄酱增味。

小贴士
1 番茄先炒可去酸更香甜。
2 蔬菜可随意搭配，如西芹、红肠、黄油等都能增味。
3 热水入锅更易出味，汤味更饱满。",16
电饭煲版一只番茄饭,土豆、胡萝卜、香肠、番茄、鸡蛋、米,BV1dj411f7sR,简单,杂烩,,电饭煲,"食材（1-2人份）
大米 1-2杯（视你饭量而定）
番茄 1只（中等大小）
配料（任选几样）：香肠切片、玉米粒、胡萝卜丁、香菇丁、豌豆等
调味料：生抽1T、蚝油1t（可选，增鲜）、花生油或香油1t、盐适量

一锅流程
1 准备大米
洗净后放入电饭煲，加入比平时少约⅓的水量（因为番茄和配菜会出水）

2 加入生抽、蚝油、花生油和少许盐，轻轻拌匀。

3 铺配料
把香肠、玉米粒、胡萝卜丁、香菇丁等配料均匀铺在米上。中间放上整只番茄（顶部可划十字/DC’s十字刀痕），无需去皮

4 盖上盖子启动煮饭模式，中途不需要搅拌。

5 焖饭
等跳到保温后继续焖 5–10 分钟，让番茄软熟、米饭吸足番茄汁。

6 搅拌出锅
打开盖，用饭铲戳碎番茄，并将配料和米饭充分拌均匀，按需加葱花或香菜即可享用

小贴士
1 水量控制：比平时少⅓，防止饭太稀
2 配菜任选：腊肠、香肠等荤味更提香，也可选素食如玉米、香菇。
3 番茄去皮技巧：划十字后烫水更易去皮，但不去皮也没问题。
4 焖饭环节：十分关键，能让番茄汁渗透每粒米饭更美味。",17
电饭煲茄子烧肉焖饭,猪肉、茄子、番茄、土豆、洋葱、米,BV18T4y1c7s1,普通,杂烩,,电饭煲,"食材（2–3人份）
大米 2杯（约300g）
五花肉 200g（切小块）
茄子 2根（切长条）
土豆 1个（切块）
洋葱 半个（切碎）
番茄 2个（切块）
青椒/小米辣（可选，切段）
油、冰糖 10g冰糖+少许油
调味汁（拌炒）：
生抽 2T、老抽 1T、料酒 2T、蚝油 1T、糖 1t、醋 1t（根据口味调，亦可不加盐）
备料：茄子切条，土豆、番茄、洋葱切块，五花肉切小块，辣椒切段备用。

一锅流程
1 煸炒底料：热锅少许油与冰糖，中火炒至糖融化起泡上色；加入洋葱+姜蒜，爆香。

2 加入蔬肉：依次加入番茄、茄子、土豆、辣椒与五花肉，炒匀后倒入调味汁，继续翻炒约5分钟使入味。

3 拌入米饭：将淘洗好的大米放入电饭煲，铺上炒好的料，加入约100 ml清水（或按煮饭模式所需水量），启动“煮饭”键。

4 焖饭完成：程序结束跳保温后，可再焖5–10分钟，让料汁深入米饭中。出锅前用饭勺轻轻拌匀，即可香喷喷上桌。

烹饪小贴士
1 冰糖上色让色泽更诱人且带微甜焦香。
2 先炒后焖保持茄子不粘锅、蔬菜熟透且香味渗透。
3 水量少防止太湿，保留焖饭的浓郁口感。
4 根据口味可加入香菇、胡萝卜等蔬菜，或调整辣度。
5 焖饭时间略长可带出轻锅巴，提升口感。",18
电饭煲版茶叶蛋,鸡蛋,BV12W411R7LA,简单,,,电饭煲,"食材（建议一次煮 8–12 个蛋）
鸡蛋 8–12 个
香料调料：
红茶包 2–5 包（偏浓香可多放）
八角 2–5 粒
桂皮 1 小段
香叶 3–5 片
干辣椒（可选）1–3 个
调味：生抽＋老抽 各 3–4 汤匙，冰糖 1 大块（10–30g），盐约 1 茶匙
料酒 1 汤匙（去腥、提香）

一锅流程
1 鸡蛋焯水煮熟
冷水下蛋，加 1 汤匙盐或料酒，小火煮开 5–8 分钟，煮成全熟。

2 敲裂蛋壳
捞出稍凉，用勺轻敲裂壳但保持整形，裂缝越多纹越美。

3 放入电饭煲内胆
加入茶包、香料、调味料（生抽、老抽、冰糖、香叶、八角、香叶、可选辣椒），倒入刚好淹没鸡蛋的水。

4 一键煮、保温焖
启动“煮饭”或“煲汤”模式，运行约 30–40 分钟 → 跳“保温”后焖 ≥2 小时，最好隔夜冷藏更入味。

5 出锅享用
拆去香料，剥壳即可；留下浓卤水可复煮下一批或卤其他食材。

小贴士
1 敲裂壳越多，卤纹越明显，纹路漂亮如花。
2 茶包推荐红茶，比绿茶色泽更亮，香味更浓。
3 卤汁可以复用，冷藏保存，下次继续使用或卤制豆干、猪蹄等。
4 保温焖味关键，隔夜更入味，冷食也好吃。",19
电饭煲版番茄炖排骨,番茄、猪肉、米,BV1av411r7mL,普通,,,电饭煲,"食材（2–4人份）
猪排骨 400–600g
番茄 3–4个（切块）
配菜建议（任选）：土豆1个切块、胡萝卜1根、玉米段、洋葱丁
葱段、姜片若干
调味：料酒1T、生抽2T、老抽½T（用于上色）、糖1t、盐适量
水量：电饭煲模式水量或刚好没过排骨

一锅流程
1 焯水排骨
排骨冷水入锅加姜片、料酒，大火煮开1–2分钟，撇去浮沫后捞出冲净。

2 略炒香底
电饭煲开启“煮饭”或“煲汤”模式，锅底抹①少油，加入洋葱、姜片爆香，再加入番茄块翻炒，出汁浓郁后加入番茄酱或糖调味。

3 回锅合料
放入焯水后的排骨，加土豆、胡萝卜等配菜，倒入生抽、老抽、料酒、少许盐调味，并倒入适量水或高汤，液面刚好覆盖食材。

4 启动炖煮
盖上盖，按“煮饭”或“煲汤”键，炖煮约50–60分钟；电饭煲跳“保温”后再焖10分钟更入味。

5 收汁出锅
若汤汁较多，可再按一次“煮饭”键收浓。焖好后撒葱花或香菜，即可开吃。

小贴士
1 焯水去浮沫：让汤色清亮、味道纯正。
2 爆香番茄：先炒出香气，汤汁更浓郁。
3 蔬菜可任选：如土豆、胡萝卜、玉米都可加入，提升营养风味。
4 收汁更下饭：汤汁若多，二次“煮饭”可收浓，拌饭超香。
",20
电饭煲版番茄牛腩,番茄、牛肉、米,BV1CNdcY9Es3,普通,,,电饭煲,"食材（3–4 人份）
牛腩 500–600g（切块后冷水浸泡去血水≈30分钟）
番茄 2–4个（切块，选熟番茄汁多），或用1–2勺番茄酱增鲜
洋葱 半个（切片）
可选配菜：土豆 1个（切块）、胡萝卜 1根（切段）
姜片 3–5片；葱段 1根；八角 2粒；桂皮 1小段；香叶/花椒各少许
调味：料酒 1–2T；生抽 2–4T；蚝油 1T；老抽 1T（可选，上色用）；冰糖 1T；盐适量

一锅流程
1 泡水+焯水
牛腩切块冷水浸泡↑。先冷水下锅加姜片料酒煮开约3分钟撇浮沫，然后捞出冲净。

2 炒香底
内胆启动“煲汤”或“煮饭”模式，放少量油，加入姜蒜、洋葱炒香，再倒入番茄块翻炒至出汁软化。可加入番茄酱一同爆香。

3 回锅加料
加入焯好水的牛腩，把选配菜（如土豆、胡萝卜）一起放入。拌入生抽、蚝油、老抽、料酒和冰糖，撒入香料（八角、桂皮、香叶、花椒）。

4 启动炖煮
倒入热水，水量刚好覆盖食材，盖上盖子启动“煮饭”或“煲汤”模式，炖约50–60分钟。牛腩软烂、汤汁浓郁。

5 焖煮+收汁
程序跳保温后可再焖5–10分钟。如汤汁偏多，按“煮饭”键收汁，让浓汤更适合拌饭。

6 出锅装盘
拿出香料，撒葱花即可美味享用。汤汁可直接淋饭或保留作沾汁别用。

小贴士
1 泡水+焯水更干净：改善肉质清爽，汤更鲜甜。
2 先炒番茄更提鲜，番茄味入口更浓郁。
3 加番茄酱或猕猴桃（视频示例中曾加入）可帮助炖烂牛肉且味道更浓。（猕猴桃版）
下厨房
4 可无水版，直接番茄出汁覆盖食材即可（见“无水番茄牛腩煲”），更省事。
5 收汁适度更适合配米饭，汤多可做面条或汤锅搭配。
",21
老干妈炒泡面,方便面、鸡蛋,BV1PB4y1c7m5,简单,,,一口万能的大锅、电饭煲,"食材（1–2 人份）
方便面 1 包（如辛拉面）
鸡蛋 1–2 个
香肠或腊肠 1 根，切片
青菜（如油菜、青椒等）适量
调味料：
老干妈辣椒酱 1 汤匙
生抽 1–2 汤匙
蚝油 ½ 汤匙
老抽 ½ 汤匙
可选：少许醋（提鲜）

一锅流程
1 面条初煮
将方便面用冷水煮至约八成熟，捞出后用凉水冲洗，沥干备用（‘凉水过一遍’做法）

2 打蛋炒配料
（电饭煲切换至煎炒/煲汤模式）锅中抹少许油 → 打入鸡蛋稍炒成碎 → 加入香肠和青菜翻炒至香。

3 调味炒面
将面中调料包（可选）和调味酱料（老干妈、生抽、蚝油、老抽，若喜欢加点醋）先调匀备用

4 合面收汁
倒入面条，快速翻炒，让面条均匀裹上炒料及酱汁，待汁液收浓挂面，出锅前可撒葱花/白胡椒。

小贴士
1 不煮全熟：面条保持八成熟，口感更Q，吸汁更佳
2 凉水冲洗防粘：面条不易黏锅，口感分明
3 调味提前拌好：炒面时直接加入可确保均匀上色
4 电饭煲炒更方便：一锅一次搞定，无需炒锅烟火。",22
茄子汆面,茄子、面食,BV1DFgPzNEFW,,,,一口万能的大锅、电饭煲,"食材
茄子750克+5克盐
花生油30克，香油10克
八角2个
五花肉200克
土豆丁200克
干辣椒2个
蒜片15克
姜片10克
大葱花25克
酱油100克
白蘑菇50克
干香菇20克
泡香菇水200克
老抽20克
红绿彩椒50克
蒜茸30克
青蒜苗15克
花椒3克+六成热油35克

一锅流程（使用炒/炖模式）
1 预热煲底起香
电饭煲开“煲汤”或“煮饭”模式，倒少许油，先放入大料煸香，再加入姜蒜爆香。(turn0search2, turn0search5)

2 煸炒茄丁
加入茄子丁，用中大火煸炒至茄子变软、出水，盛出备用。
传统做法中，茄子一定要先煸至熟软、起油。

3 煸香肉丁+调味
同锅放入五花肉丁煸至出油，加料酒去腥，加入甜面酱、生抽、老抽翻炒，上色出香。

4 合茄炖煮
加回茄子丁，略翻匀。加入少许水（约30–50 ml），盖盖炖煮约5分钟，让茄子和肉更入味。

5 下面焖熟
将面条铺入电饭煲中（可稍区隔茄子汆料），加入热水到正常煮面量，按“煮饭”或“煮面”键焖煮至面熟（约10–15 分钟）。

6 出锅浇汁
面熟后捞出入碗，舀茄子汆料淋面上，淋入香醋蒜汁，撒葱花即可享用。

小贴士
1 茄子要先煸：用油高温煸至茄子出软出油，口感更浓香、不易吸油。
2 加入甜面酱：让底料更浓郁，靠近传统“打卤”风味。
3 香醋蒜汁最提味：浇在面上，能激发茄香肉香与酸香的完美融合。
4 调整面与汤比例：面条先分层，便于控制茄子料和面充分混合但不浸泡过久。",23
电饭煲版胡萝卜腊肠饭,胡萝卜、腊肠、米,BV1tW411b7LS,普通,,,电饭煲,"食材（2人份）
大米 2杯
腊肠 2根（切片或小丁）
胡萝卜 100g（切丁）
可选配料：香菇干泡发切丁、土豆丁、玉米、豌豆等（按口味）
调味：
生抽 2汤匙
老抽 1汤匙（上色用）
蚝油 1汤匙
盐 少许
食用油 1汤匙

一锅流程
1 冲洗大米
洗净后放入电饭煲内胆，加入正常或稍少些的煮饭水量（如果配料湿度高，可略少）。

2 爆香配料
平底锅或电饭煲的“炒/煮”模式下，加油热锅，放入腊肠丁炒出香味并出油；再加入胡萝卜丁（及香菇、土豆丁等选配），翻炒至微软。

3 调味拌料
倒入生抽、老抽、蚝油翻匀，让配料上色。

4 合锅焖饭
将拌好的配料连同炒出的油倒入电饭煲的米上，启动“煮饭”程序或“焖饭”模式。

5 焖后拌匀
程序结束后焖10分钟，再用饭勺彻底拌匀，让香味充分融合米粒。

小贴士
1 控制水量：加配料后的饭液宜略低于平时，避免饭太湿糊。
2 先炒后焖：炒出香气、锁住油脂，再焖饭味道更浓。有助于米更入味、色香俱佳。
3 灵活配料：香菇、土豆、玉米等蔬菜可按喜好搭配，味道更丰富。
4 最后焖拌：焖好的饭再拌匀，更均匀，把米粒与配料彻底融合。",24
电饭煲版卤鸡翅,鸡肉,BV1UK4y1Y7aC,简单,,卤,电饭煲,"食材（3–4人份）
鸡翅 10–12只（可用翅中/翅根）
鸡蛋 4–6枚（可加）
香料：姜片 3–5片、葱结 2–3个、八角 3粒、桂皮 1小段、香叶 3片、花椒 15粒
调味：生抽 3T、老抽 1T、蚝油 1T、豆瓣酱 1T、黄豆酱 1T、料酒 1T、陈醋 1T、冰糖 10–15g、盐 1/2t
啤酒 1罐（约330ml；无可用清水替代）

一锅流程
1 焯水去腥+划刀
冷水下鸡翅加料酒、姜片和葱结，煮3–5分钟撇浮沫，捞出冲净并在鸡翅表面划几刀更易入味 

2 准备卤汁
电饭煲内胆放香料（姜片、葱结、八角、桂皮、香叶、花椒）加入生抽、老抽、蚝油、豆瓣酱、黄豆酱、料酒、陈醋、冰糖，倒入啤酒没过

3 放入鸡翅＆鸡蛋
加入焯好水的鸡翅与鸡蛋（如使用），必要时增添素菜如豆腐干、海带等 

4 启动电饭煲
按“煮饭/蒸饭”键，电饭煲会自动煮到保温，约 40–50 分钟。

5 焖味与收汁
跳保温后再焖 10–15 分钟入味；若偏湿，可再按一次“煮饭”模式收浓卤汁 

6 出锅&享用
捞出鸡翅和鸡蛋，去除香料，装盘撒香葱或芝麻，卤汁可用来拌饭。

小贴士
1 冷水焯翅去腥，煮出血沫更清爽 
2 划刀有助卤汁渗入鸡肉，味道更加浓郁。
3 卤汁豪华搭配：多种酱料混合可让卤味层次丰富。
4 啤酒代水更香，汤色更浓，若需要清淡可替水
5 焖味关键阶段：保温焖能让鸡肉更软烂入味。",25
电饭煲版焖鸡腿土豆,鸡肉、土豆,BV1tR4y1g7kv,简单,,,电饭煲,"食材（2–3人份）
鸡腿 2–3只（约300–400g），切块
土豆 1–2个（中等大小），去皮切块
可选：红萝卜、香菇、洋葱少许
调味：
姜片 3–5片，蒜瓣 1–2个，葱花适量
生抽 2–3汤匙，老抽 1汤匙（上色），蚝油 1汤匙
料酒 1汤匙，糖 ½–1茶匙，盐适量
食用油 1汤匙

一锅流程
1 鸡腿焯水去腥 & 划刀
鸡腿冷水下锅，加入料酒、姜片，中火煮开约3–5分钟，撇清浮沫，捞出清洗干净；表面可划两三刀更入味。

2 爆香底料 & 上色鸡腿
切换电饭煲“煲汤”或“煮饭”模式，加入油热锅，爆香姜片、蒜瓣；倒入鸡腿略炒，加生抽、老抽、蚝油、糖快速翻匀。

3 加入土豆（及配菜）
放入土豆块（可加红萝卜或香菇），翻炒至略微软；加入适量热水，水量刚没过食材。

4 启动电饭煲 → 炖煮 + 焖味
盖上盖，按“煮饭”键，程序运行约30分钟（或煲汤模式时长）；跳“保温”后再焖10分钟，让味道浓郁融合。

4 收汁与出锅
如汤汁较多，可再启动一次“煮饭”模式收浓；最后撒葱花拌匀即可。

小贴士
1 焯水＋划刀：去腥又能让卤味深入鸡肉。
2 爆香至上色：用油炒香并上色，提升焦香味。
3 土豆最后入锅：避免过烂，保持软糯口感。
4 最后焖味关键：保温后焖，粉质更好，汤更稠密。",26
电饭煲版蜜汁叉烧肉,猪肉、米,BV1ci4y1j7Rz,简单,,,电饭煲,"食材（2–4人份）
猪肉：梅花肉或半肥瘦猪颈肉 500 g，切厚片或条
腌料：叉烧酱 2–5勺、生抽 1勺、料酒1勺、蚝油1勺、老抽½勺（或不加）、蜂蜜 ~1勺
香味：姜片几片、蒜片少许（可选）

一锅流程
1 腌制
将肉片放碗中，加入叉烧酱、生抽、料酒、蚝油、蜂蜜（若想上色更靓可加少许老抽）、姜蒜片拌匀。
冰箱腌制半小时至过夜都行，时间越久越入味 

2 电饭煲“煮”
在电饭煲内胆底刷一层油，将腌好的肉和剩余汁料铺入，按“煮饭”键开始。
中途（约25分钟）翻面一次，帮助上色均匀 

3 刷蜜调香
程序结束、跳“保温”后，再次刷一层蜂蜜，加热收汁进入“第二煮饭”小程序，使表面更亮、更香
出锅切片

4 关盖焖几分钟后捞出，切成薄片拼盘，淋上锅中剩余浓汁即可上桌

小贴士
1 选肥瘦比例均衡：梅花肉或猪颈肉最合适，肥瘦交织吃来才嫩不柴 
2 中途翻面必做：可让颜色更均匀且不焦糊 
3 刷蜂蜜后再加热：能让表面更有光泽和蜜汁感 
4 剩余酱汁极佳拌饭：不用浪费，香浓拌饭味道爆棚",27
电饭煲版蜜汁鸡腿,鸡肉,BV1A4411k7iz,普通,,,电饭煲,"食材（3–4 人份）
鸡腿 4–6只
腌料：生抽2汤匙、料酒3汤匙、老抽1汤匙、蚝油1汤匙、蜂蜜1汤匙、盐 一小勺、黑胡椒粉少许
姜片若干，洋葱圈几片（提升香味，可选）

一锅流程
1 准备鸡腿与腌制
清洗鸡腿并用牙签或刀在表面扎小孔方便入味。

2 加入所有腌料、姜片、洋葱拌匀，至少腌制30分钟，越久越香（可提前一晚）

3 倒入电饭煲 & 初煮

4 内胆刷薄油（防粘），将鸡腿连同腌汁直接倒入。

5 启动“煮饭”模式，大约10分钟后可以打开轻轻翻面一次，让两面上色均匀。

6 继续煮制 & 焖味

7 继续“煮饭”直至跳保温（约再20分钟）。

8 跳保温后可焖10分钟，利用余热使鸡腿更入味。

9 出锅装盘
鸡腿呈亮泽蜜色即可食用，汁水浓郁适宜拌饭。

小贴士
1 打孔更入味：在鸡腿表面打孔后腌料渗透更好
2 中场翻面可防底部焦糊，上色更均匀
3 刷薄油防粘，无需额外加水，电饭煲能自带渗出肉汁。
4 焖味阶段不可省，剩余热力能让味道更浓！若汁多可用小火收浓
5 喜欢酱汁浓稠可另起小锅略收汁或在焖后再按一次“煮饭”模式。",28
电饭煲版牛腩萝卜清汤,牛肉、白萝卜,BV16Q4y1m7nU,中等,,,电饭煲,"食材（3–4人份）
牛腩 500～600g（切块后冷水浸30分钟去血水）
白萝卜 300～400g（去皮切滚刀块）
姜片 3～5片、葱段 1根
香料：花椒 1小把、香叶 2片、八角 1～2颗（可选）
调味：盐 1茶匙、白胡椒粉／碎 少许、可加入枸杞或香菜点缀

一锅流程
1 焯水去腥
牛腩切块冷水下锅，加入姜片和葱段，大火煮开撇泡沫，煮1–2分钟后捞出冲净 

2 倒入电饭煲煲汤
把焯好水的牛腩放入电饭煲，加入姜片、葱段、花椒、香叶和八角，倒入温水没过材料（不要冷水煲以防汤浑）

3 启动煲汤/煮饭模式
选择“煲汤”模式或连续2次“煮饭”程序，煮约1小时，确保牛腩软烂出味 

4 加入萝卜
程序进行到约60分钟时加入白萝卜块，继续煲10–15分钟至萝卜软透但不碎

5 调味完成出锅
加入盐、白胡椒调味，撒上葱花、香菜或枸杞即可上桌

小贴士
1 温水入锅可保持汤色清亮，不容易浑浊 
2 萝卜应后入锅，否则久煲易烂失形，影响口感 
3 香料可按需省略，只需姜葱和花椒，保留原汤原味 
4 花椒与白胡椒同用，使汤底微麻微辣，更醒胃 ",29
电饭煲版茄子猪肉焖面,茄子、猪肉、面食,BV1ib41137ig,中等,,,电饭煲,"食材（2–3人份）
干挂面或鲜面条 200–300g
茄子 1–2根（约300g），切条或滚刀块
猪肉（猪肉末或五花肉切丁）150–200g
青椒/尖椒 1根，切段
蒜末 1大勺，姜末1小勺
调味料：生抽 1–2T、老抽 ½T（上色）、蚝油 1T、豆瓣酱或甜面酱 1t（可选）、糖 ½t、盐适量

一锅懒人流程
1 调味热锅
启动“煮饭”或“煲汤”模式，锅底热油后加入蒜末、姜末、花椒爆香，再放猪肉炒至变色。

2 加茄子与辣椒
将茄子条和青椒加入锅中，中火翻炒至茄子软出香气。

3 调料提味
倒入生抽、老抽、蚝油、酱料、糖，迅速翻匀，使食材均匀上色。

4 铺面焖煮
将面条平铺在菜肉上方，不要翻动，盖盖继续运行“煮饭”模式。

5 焖后拌匀
程序结束后焖约5–10分钟，打开盖，将面条与茄子肉料彻底拌均匀，必要时加盐调味，洒葱花即可上桌。

小贴士
1 茄子建议切大块：保留口感不卡糊。
2 无水料理也OK：茄子出水后即足够，免加额外清水。
3 盖盖焖面条：焖后面条吸满汤汁又入味。
4 口味灵活：可加入西红柿、土豆丁、洋葱等多样变化。",30
